comment,is_lead_opportunity,confidence
"Turbocharger showing early signs of failure, recommend inspection",1,high
"Bucket teeth heavily worn, full set replacement recommended",1,high
"Turbocharger showing early signs of failure, recommend inspection",1,high
"Operational damage to cylinder, urgent replacement required",1,medium
"Battery charge level normal, connections secure Ref 66-Lmp.",0,low
"Pre-shift check completed, machine cleared for operation Ref 07-vuf.",0,high
"Routine visual inspection completed, no issues found",0,medium
"Pre-shift check completed, machine cleared for operation Ref 25-gWs.",0,low
All readings within normal operating range Ref 88-WrN.,0,high
Fluid levels checked and topped off Ref 26-wuF.,0,low
"Cooling system pressure loss detected, radiator inspection needed",1,low
"System functionality test performed, satisfactory result Ref 28-BFf.",0,medium
Inspection deferred - equipment not available Ref 32-tdy.,0,high
Not applicable,0,medium
Cracked weld on frame rail near engine mount,1,high
Fuel injector nozzle fouling detected on cylinder 3 Unit qg-8141.,1,high
No leaks observed during pressure test Ref 27-Ujo.,0,high
"Routine visual inspection completed, no issues found",0,medium
Inspection deferred - equipment not available Ref 70-yZC.,0,high
"Exhaust temperature high on bank A, possible turbo issue Unit At-2220.",1,high
Belts and hoses in good condition Ref 90-NVo.,0,low
"Pre-shift check completed, machine cleared for operation",0,medium
No abnormalities detected during walkthrough Ref 92-NwK.,0,low
"Battery charge level normal, connections secure Ref 63-YsV.",0,medium
Operator reports no concerns Ref 95-CkM.,0,medium
Fuel injector nozzle fouling detected on cylinder 3 Unit jx-4893.,1,high
Tire pressure within specification,0,high
"Calibration verified, instruments within tolerance Ref 20-zBR.",0,medium
Tire pressure within specification Ref 23-xdS.,0,medium
Inspection deferred - equipment not available Ref 96-CRb.,0,medium
No abnormalities detected during walkthrough Ref 17-QUK.,0,high
Greasing completed on all lubrication points Ref 08-DGT.,0,medium
No abnormalities detected during walkthrough,0,medium
Fluid levels checked and topped off Ref 15-vLM.,0,medium
Inspection deferred - equipment not available Ref 75-qhJ.,0,low
Operator reports no concerns Ref 55-laz.,0,high
No abnormalities detected during walkthrough Ref 86-Bwi.,0,medium
"Cooling system pressure loss detected, radiator inspection needed",1,medium
"System functionality test performed, satisfactory result Ref 09-SSm.",0,high
Greasing completed on all lubrication points,0,high
Belts and hoses in good condition Ref 10-ezT.,0,medium
"Exhaust temperature high on bank A, possible turbo issue",1,low
Cracked weld on frame rail near engine mount,1,high
Belts and hoses in good condition Ref 82-bOT.,0,high
Tire pressure within specification Ref 75-pSy.,0,high
Equipment operating normally after filter change Ref 23-rXh.,0,high
Inspection deferred - equipment not available Ref 07-qwR.,0,medium
Fluid levels checked and topped off Ref 03-SLh.,0,high
Air filter restriction alarm triggered repeatedly Unit yA-9958.,1,high
Equipment operating normally after filter change Ref 18-Muz.,0,low
Equipment parked at staging area awaiting tires,0,high
Greasing completed on all lubrication points Ref 22-Xex.,0,high
No abnormalities detected during walkthrough,0,medium
Fluid levels checked and topped off Ref 35-oDu.,0,low
"Calibration verified, instruments within tolerance Ref 64-Kig.",0,medium
Belts and hoses in good condition Ref 71-Upt.,0,low
"Transmission slipping under load, clutch pack inspection needed Unit rC-2901.",1,medium
No action required at this time,0,high
Scheduled service completed per maintenance plan,0,medium
"Pre-shift check completed, machine cleared for operation Ref 73-MjN.",0,medium
"Calibration verified, instruments within tolerance Ref 52-JcL.",0,high
Not applicable,0,medium
All readings within normal operating range Ref 77-gho.,0,medium
"Battery charge level normal, connections secure",0,high
Belts and hoses in good condition Ref 36-iOw.,0,high
"Steering cylinder seal leaking, replacement required",1,high
All readings within normal operating range Ref 17-jyz.,0,medium
Safety devices tested and functioning correctly Ref 12-DBx.,0,medium
"Calibration verified, instruments within tolerance Ref 12-uQV.",0,medium
Belts and hoses in good condition Ref 45-lTB.,0,high
"Battery charge level normal, connections secure Ref 94-Aqb.",0,medium
"Routine visual inspection completed, no issues found Ref 21-FQY.",0,high
All readings within normal operating range Ref 05-UNL.,0,medium
"Transmission slipping under load, clutch pack inspection needed",1,medium
Equipment parked at staging area awaiting tires Ref 58-VHz.,0,high
"System functionality test performed, satisfactory result Ref 76-QJp.",0,medium
Not applicable Ref 61-zUI.,0,high
No leaks observed during pressure test Ref 67-oRZ.,0,medium
"Exhaust temperature high on bank A, possible turbo issue Unit uY-9656.",1,high
"Steering cylinder seal leaking, replacement required Unit Wq-3432.",1,medium
Tire pressure within specification,0,high
All readings within normal operating range Ref 36-WTi.,0,medium
No abnormalities detected during walkthrough Ref 79-ixS.,0,high
Fluid levels checked and topped off,0,medium
Belts and hoses in good condition Ref 31-MfO.,0,medium
No abnormalities detected during walkthrough Ref 08-MIe.,0,medium
No leaks observed during pressure test,0,high
Equipment parked at staging area awaiting tires Ref 48-DBK.,0,high
Belts and hoses in good condition Ref 28-Vqh.,0,medium
Equipment parked at staging area awaiting tires Ref 71-SfY.,0,medium
Safety devices tested and functioning correctly Ref 96-lsO.,0,low
No leaks observed during pressure test,0,medium
Belts and hoses in good condition,0,high
"System functionality test performed, satisfactory result Ref 09-jbN.",0,high
"Battery charge level normal, connections secure Ref 62-Obl.",0,medium
"Battery charge level normal, connections secure Ref 13-iPh.",0,high
Tire pressure within specification Ref 63-Fgv.,0,high
"Steering cylinder seal leaking, replacement required Unit Lf-9249.",1,medium
Scheduled service completed per maintenance plan Ref 29-nHq.,0,high
Equipment operating normally after filter change,0,medium
Scheduled service completed per maintenance plan Ref 80-azh.,0,high
Equipment parked at staging area awaiting tires Ref 71-vbs.,0,high
Not applicable Ref 95-Whq.,0,medium
"Cooling system pressure loss detected, radiator inspection needed",1,medium
"Battery charge level normal, connections secure",0,medium
"Operational damage to cylinder, urgent replacement required Unit tf-0229.",1,medium
"Track link pin wear exceeding tolerance, chain replacement needed",1,low
Safety devices tested and functioning correctly Ref 74-pnJ.,0,low
All readings within normal operating range Ref 43-GcD.,0,high
"System functionality test performed, satisfactory result Ref 07-NSm.",0,high
Fluid levels checked and topped off Ref 95-wXP.,0,high
Fuel injector nozzle fouling detected on cylinder 3 Unit Cv-9477.,1,medium
Equipment parked at staging area awaiting tires,0,high
"Swing bearing play detected, tightening or replacement needed",1,high
"System functionality test performed, satisfactory result Ref 25-YpO.",0,medium
Equipment parked at staging area awaiting tires Ref 71-BBL.,0,medium
Greasing completed on all lubrication points,0,high
Fuel injector nozzle fouling detected on cylinder 3 Unit rl-2787.,1,medium
Not applicable Ref 07-NFd.,0,medium
Belts and hoses in good condition Ref 34-iAJ.,0,low
Equipment parked at staging area awaiting tires,0,high
No abnormalities detected during walkthrough,0,medium
Tire pressure within specification,0,medium
"Turbocharger showing early signs of failure, recommend inspection",1,high
Belts and hoses in good condition Ref 63-nod.,0,high
"Calibration verified, instruments within tolerance Ref 70-UIG.",0,medium
All readings within normal operating range Ref 20-mCx.,0,high
Safety devices tested and functioning correctly Ref 68-UiE.,0,high
No action required at this time Ref 71-hqF.,0,medium
Inspection deferred - equipment not available Ref 11-znn.,0,high
Safety devices tested and functioning correctly Ref 48-PMW.,0,medium
Tire pressure within specification Ref 01-zHu.,0,low
Belts and hoses in good condition Ref 58-BRC.,0,medium
Operator reports no concerns,0,low
"Track link pin wear exceeding tolerance, chain replacement needed",1,medium
Scheduled service completed per maintenance plan Ref 56-IyW.,0,medium
No action required at this time Ref 54-Hwm.,0,medium
"Calibration verified, instruments within tolerance Ref 17-AXg.",0,low
"Undercarriage idler cracked, safety concern flagged Unit eC-7482.",1,high
Air filter restriction alarm triggered repeatedly Unit ag-6561.,1,medium
Cracked weld on frame rail near engine mount,1,high
All readings within normal operating range,0,high
Greasing completed on all lubrication points Ref 88-pNM.,0,medium
Inspection deferred - equipment not available Ref 46-JvG.,0,medium
No leaks observed during pressure test Ref 58-aSd.,0,medium
All readings within normal operating range Ref 50-oTp.,0,low
"Abnormal vibration in final drive, bearings may need replacement",1,medium
Operator reports no concerns Ref 38-PoL.,0,high
"Routine visual inspection completed, no issues found Ref 41-pXI.",0,high
Tire pressure within specification Ref 62-vlO.,0,medium
Equipment operating normally after filter change Ref 03-nyl.,0,high
Tire pressure within specification Ref 75-YyE.,0,high
"Routine visual inspection completed, no issues found",0,high
All readings within normal operating range Ref 08-rls.,0,medium
"Track link pin wear exceeding tolerance, chain replacement needed Unit bz-7298.",1,medium
"Turbocharger showing early signs of failure, recommend inspection Unit Ei-6814.",1,medium
Belts and hoses in good condition Ref 96-tzQ.,0,low
Fluid levels checked and topped off Ref 75-GLe.,0,high
Air filter restriction alarm triggered repeatedly Unit by-9667.,1,medium
"Pre-shift check completed, machine cleared for operation Ref 71-zMZ.",0,high
Tire pressure within specification Ref 91-jhP.,0,high
Fluid levels checked and topped off Ref 93-nwp.,0,low
All readings within normal operating range,0,high
Safety devices tested and functioning correctly,0,medium
Tire pressure within specification Ref 33-NMK.,0,high
Greasing completed on all lubrication points Ref 79-Ctf.,0,high
"Battery charge level normal, connections secure",0,low
Equipment parked at staging area awaiting tires Ref 64-kHe.,0,high
All readings within normal operating range Ref 34-URm.,0,medium
Safety devices tested and functioning correctly Ref 51-TpX.,0,high
No leaks observed during pressure test,0,medium
"Steering cylinder seal leaking, replacement required",1,medium
Tire pressure within specification Ref 49-Cso.,0,medium
"Pre-shift check completed, machine cleared for operation",0,low
Belts and hoses in good condition,0,high
Fuel injector nozzle fouling detected on cylinder 3 Unit KP-5290.,1,medium
Hydraulic cylinder rod leak detected on boom assembly,1,high
Not applicable Ref 68-DPH.,0,medium
"Calibration verified, instruments within tolerance Ref 84-nUN.",0,high
"Steering cylinder seal leaking, replacement required",1,medium
Operator reports no concerns,0,high
"Transmission slipping under load, clutch pack inspection needed Unit Eg-3875.",1,medium
"Track link pin wear exceeding tolerance, chain replacement needed",1,low
